edge_id,source_id,source_title_ja,target_id,target_title_ja,type_ja,type_en,strength,render_class,importance,importance_ja,importance_note,reason,audit_status,audit_basis,audit_source_url,last_verified,management_notes,audit_confidence,audit_source_kind,relation_scope,directness,continuity_scope,render_relation_map,render_chronology,render_prewatch,evidence_level,proxy_note,relation_kind,prewatch_tier,prewatch_reason,prewatch_basis,prewatch_review_status,prewatch_last_reviewed
the-punisher-s2-2019 -> daredevil-born-again-s1-2025,the-punisher-s2-2019,パニッシャー S2,daredevil-born-again-s1-2025,デアデビル：ボーン・アゲイン S1,フランク・キャッスル再登場,reaudit connection,strong,solid,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,ジョン・バーンサル演じるフランクが『ボーン・アゲイン』へ復帰。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,character,proxy,same_or_intended,true,false,true,legacy-structured,,character_continuity,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
the-defenders-2017 -> jessica-jones-s2-2018,the-defenders-2017,マーベル／ザ・ディフェンダーズ,jessica-jones-s2-2018,ジェシカ・ジョーンズ S2,ディフェンダーズ後の個別枝,reaudit connection,strong,solid,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,合流イベント後、ジェシカの個別シリーズへ戻る。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,strong,same_or_intended,true,true,true,legacy-structured,,story_link,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
the-defenders-2017 -> luke-cage-s2-2018,the-defenders-2017,マーベル／ザ・ディフェンダーズ,luke-cage-s2-2018,ルーク・ケイジ S2,ディフェンダーズ後の個別枝,reaudit connection,strong,solid,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,合流イベント後、ルークの個別シリーズへ戻る。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,strong,same_or_intended,true,true,true,legacy-structured,,story_link,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
the-defenders-2017 -> iron-fist-s2-2018,the-defenders-2017,マーベル／ザ・ディフェンダーズ,iron-fist-s2-2018,アイアン・フィスト S2,ディフェンダーズ後の個別枝,reaudit connection,strong,solid,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,合流イベント後、ダニーの個別シリーズへ戻る。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,strong,same_or_intended,true,true,true,legacy-structured,,story_link,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
agent-carter-one-shot-2013 -> marvel-s-agent-carter-series-20152016,agent-carter-one-shot-2013,エージェント・カーター（ワンショット）,marvel-s-agent-carter-series-20152016,エージェント・カーター（ドラマ）,エージェント・カーター映像枝,reaudit connection,medium,dashed,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,ペギー・カーターを中心とするワンショットからドラマシリーズへの同人物枝。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,strong,same_or_intended,true,true,true,legacy-structured,,story_link,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
marvel-s-agent-carter-series-20152016 -> agents-of-s-h-i-e-l-d-20132020,marvel-s-agent-carter-series-20152016,エージェント・カーター（ドラマ）,agents-of-s-h-i-e-l-d-20132020,エージェント・オブ・シールド,ダニエル・スーザ再登場,reaudit connection,strong,solid,reference,参照,客演・設定共有・別宇宙・出演確認などの参照接続。「全線」で表示、表示時も選択作品への直接接続だけ補助点灯。,『エージェント・カーター』のダニエル・スーザが『エージェント・オブ・シールド』へ登場。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,character,proxy,uncertain_legacy_tv,true,false,false,legacy-structured,,character_continuity,complete,補助的な人物・世界観・マルチバース・参照関係まで含む完全版で追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
the-avengers-2012 -> agents-of-s-h-i-e-l-d-20132020,the-avengers-2012,アベンジャーズ,agents-of-s-h-i-e-l-d-20132020,エージェント・オブ・シールド,コールソン／S.H.I.E.L.D.のTV枝,reaudit connection,strong,solid,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,『アベンジャーズ』後のコールソンとS.H.I.E.L.D.を起点とするTV枝。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,world_lore,indirect,uncertain_legacy_tv,true,false,true,legacy-structured,,world_lore,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
thor-the-dark-world-2013 -> agents-of-s-h-i-e-l-d-20132020,thor-the-dark-world-2013,マイティ・ソー／ダーク・ワールド,agents-of-s-h-i-e-l-d-20132020,エージェント・オブ・シールド,『ダーク・ワールド』事件のTV連動,reaudit connection,medium,dashed,reference,参照,客演・設定共有・別宇宙・出演確認などの参照接続。「全線」で表示、表示時も選択作品への直接接続だけ補助点灯。,映画事件を受けたエピソード連動。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,indirect,uncertain_legacy_tv,true,false,false,legacy-structured,,story_link,complete,補助的な人物・世界観・マルチバース・参照関係まで含む完全版で追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
captain-america-the-winter-soldier-2014 -> agents-of-s-h-i-e-l-d-20132020,captain-america-the-winter-soldier-2014,キャプテン・アメリカ／ウィンター・ソルジャー,agents-of-s-h-i-e-l-d-20132020,エージェント・オブ・シールド,S.H.I.E.L.D.崩壊の直接連動,reaudit connection,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,HYDRA暴露とS.H.I.E.L.D.崩壊がTVシリーズへ直接波及。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,world_lore,direct,uncertain_legacy_tv,true,false,true,legacy-structured,,world_lore,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
avengers-age-of-ultron-2015 -> agents-of-s-h-i-e-l-d-20132020,avengers-age-of-ultron-2015,アベンジャーズ／エイジ・オブ・ウルトロン,agents-of-s-h-i-e-l-d-20132020,エージェント・オブ・シールド,エイジ・オブ・ウルトロン期の相互補助,reaudit connection,medium,dashed,reference,参照,客演・設定共有・別宇宙・出演確認などの参照接続。「全線」で表示、表示時も選択作品への直接接続だけ補助点灯。,Theta Protocol等で映画イベントとTV側が補助的に接続。現行MCU正史断定とは分離。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,world_lore,indirect,uncertain_legacy_tv,true,false,false,legacy-structured,,world_lore,complete,補助的な人物・世界観・マルチバース・参照関係まで含む完全版で追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
cloak-dagger-20182019 -> runaways-20172019,cloak-dagger-20182019,クローク＆ダガー,runaways-20172019,ランナウェイズ,公式クロスオーバー,reaudit connection,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,クローク＆ダガーが『ランナウェイズ』シーズン3に直接登場する公式クロスオーバー。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,crossover,direct,uncertain_legacy_tv,true,true,true,legacy-structured,,crossover,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
venom-2018 -> venom-let-there-be-carnage-2021,venom-2018,ヴェノム,venom-let-there-be-carnage-2021,ヴェノム：レット・ゼア・ビー・カーネイジ,ヴェノム直系の続編,reaudit connection,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,ソニー公式が『ヴェノム』の続編として位置づける。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,sequel,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
venom-let-there-be-carnage-2021 -> venom-the-last-dance-2024,venom-let-there-be-carnage-2021,ヴェノム：レット・ゼア・ビー・カーネイジ,venom-the-last-dance-2024,ヴェノム：ザ・ラストダンス,ヴェノム三部作の続編,reaudit connection,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,ヴェノム映画シリーズ第3作・三部作の完結編。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,story_link,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
spider-man-into-the-spider-verse-2018 -> spider-man-across-the-spider-verse-2023,spider-man-into-the-spider-verse-2018,スパイダーマン：スパイダーバース,spider-man-across-the-spider-verse-2023,スパイダーマン：アクロス・ザ・スパイダーバース,スパイダーバース直系の続編,reaudit connection,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,『スパイダーバース』の次章／続編。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,sequel,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
spider-man-across-the-spider-verse-2023 -> spider-man-beyond-the-spider-verse-tba,spider-man-across-the-spider-verse-2023,スパイダーマン：アクロス・ザ・スパイダーバース,spider-man-beyond-the-spider-verse-tba,スパイダーマン：ビヨンド・ザ・スパイダーバース,スパイダーバース三部作の継続,reaudit connection,strong,solid,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,三部作の次作として発表済み。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,high,internal-structure,story,strong,same_or_intended,true,true,true,legacy-structured,,sequel,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
x-men-the-last-stand-2006 -> the-wolverine-2013,x-men-the-last-stand-2006,X-MEN：ファイナル ディシジョン,the-wolverine-2013,ウルヴァリン：SAMURAI,ローガンの直接的後日談,reaudit connection,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,ジーンの死を引きずるローガンを描き、旧X-MEN三部作の後日談として接続。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,aftermath,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
the-wolverine-2013 -> x-men-days-of-future-past-2014,the-wolverine-2013,ウルヴァリン：SAMURAI,x-men-days-of-future-past-2014,X-MEN：フューチャー＆パスト,ポストクレジットからの直接接続,reaudit connection,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,マグニートー／プロフェッサーXの登場で『フューチャー＆パスト』へ橋渡し。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,lead_in,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
x-men-the-last-stand-2006 -> x-men-days-of-future-past-2014,x-men-the-last-stand-2006,X-MEN：ファイナル ディシジョン,x-men-days-of-future-past-2014,X-MEN：フューチャー＆パスト,旧時間軸の前提,reaudit connection,strong,solid,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,『フューチャー＆パスト』未来側は旧三部作の人物・状況を引き継ぐ。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,indirect,same_or_intended,true,false,true,legacy-structured,,story_link,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
avengers-age-of-ultron-2015 -> visionquest-2026-10-14,avengers-age-of-ultron-2015,アベンジャーズ／エイジ・オブ・ウルトロン,visionquest-2026-10-14,VisionQuest （邦題未発表）,ウルトロン／ヴィジョン起点の回収,reaudit connection,strong,solid,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,ジェームズ・スペイダーのウルトロン復帰とヴィジョンの起点を回収。,web-verified,"Marvel confirms James Spader returns as Ultron; Age of Ultron remains the Ultron/Vision origin context, but is recommended rather than minimum.",https://www.marvel.com/articles/tv-shows/marvel-television-visionquest-release-date?pubDate=20260513,2026-08-26,,high,official-marvel,story,indirect,same_or_intended,true,false,true,web/primary,,story_link,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
avengers-endgame-2019 -> avengers-doomsday-2026-12-18,avengers-endgame-2019,アベンジャーズ／エンドゲーム,avengers-doomsday-2026-12-18,アベンジャーズ／ドゥームズデイ,公式プロモーション上の重要前史,reaudit connection,medium,dashed,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,日本公式がDoomsday公開前にEndgame: Encoreを再上映。直接前日譚とは扱わない。,web-verified,日本公式Doomsday公開記念Endgame再上映。,https://marvel.disney.co.jp/movie/avengers-doomsday/news/20260730_01,2026-08-26,,medium,official-marvel-jp,story,indirect,same_or_intended,true,false,true,official-story-guidance,,story_link,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
thor-love-and-thunder-2022 -> avengers-doomsday-2026-12-18,thor-love-and-thunder-2022,ソー：ラブ＆サンダー,avengers-doomsday-2026-12-18,アベンジャーズ／ドゥームズデイ,ソー帰還確認,reaudit connection,medium,dashed,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,日本公式がソーの帰還を明示。直接前日譚ではなく出演・帰還レイヤー。,web-verified,日本公式Doomsdayページの帰還ティザー。元作品はキャラクター枝の代表作で、直接続編ではない。,https://marvel.disney.co.jp/movie/avengers-doomsday/news/20260726_01,2026-08-26,キャラクター帰還proxy edge。direct sequelではない。,medium,official-marvel-jp,character,proxy,uncertain_return_continuity,true,false,false,official-cast,Thor return,character_continuity,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
black-panther-wakanda-forever-2022 -> avengers-doomsday-2026-12-18,black-panther-wakanda-forever-2022,ブラックパンサー／ワカンダ・フォーエバー,avengers-doomsday-2026-12-18,アベンジャーズ／ドゥームズデイ,ワカンダ勢帰還確認,reaudit connection,medium,dashed,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,日本公式がワカンダの帰還を明示し、シュリ／M’バク／ネイモアも出演確認。,web-verified,日本公式Doomsdayページの帰還ティザー。元作品はキャラクター枝の代表作で、直接続編ではない。,https://marvel.disney.co.jp/movie/avengers-doomsday/news/20260726_01,2026-08-26,キャラクター帰還proxy edge。direct sequelではない。,medium,official-marvel-jp,character,proxy,uncertain_return_continuity,true,false,false,official-cast,Wakanda cast return,character_continuity,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
ant-man-and-the-wasp-quantumania-2023 -> avengers-doomsday-2026-12-18,ant-man-and-the-wasp-quantumania-2023,アントマン＆ワスプ：クアントマニア,avengers-doomsday-2026-12-18,アベンジャーズ／ドゥームズデイ,公式プロモーション上の関連作,official promotional related title,medium,dashed,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,日本公式のDoomsday公開記念関連13作品に含まれる。直接前日譚・出演確認の根拠とは分離。,web-verified,"Marvel Japan lists this title in a 13-title Doomsday release campaign; this is promotional relevance, not direct story continuity.",https://marvel.disney.co.jp/movie/news/20260729_01,2026-08-26,direct sequelではなく公式プロモーション上の関連・予習候補。,high,official-marvel-jp,promotion,promotional,promotional,false,false,true,official-promo,公式関連13作品。直接物語接続とは別。,promotion,complete,公式の関連作品・予習企画として有用だが、物語上の必須前提とはみなさない。完全版のみ。,semantic-override:promotion,reviewed-v4,2026-08-26
captain-america-brave-new-world-2025 -> avengers-doomsday-2026-12-18,captain-america-brave-new-world-2025,キャプテン・アメリカ：ブレイブ・ニュー・ワールド,avengers-doomsday-2026-12-18,アベンジャーズ／ドゥームズデイ,公式プロモーション上の関連作,official promotional related title,medium,dashed,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,日本公式のDoomsday公開記念関連13作品に含まれる。直接前日譚・出演確認の根拠とは分離。,web-verified,"Marvel Japan lists this title in a 13-title Doomsday release campaign; this is promotional relevance, not direct story continuity.",https://marvel.disney.co.jp/movie/news/20260729_01,2026-08-26,direct sequelではなく公式プロモーション上の関連・予習候補。,high,official-marvel-jp,promotion,promotional,promotional,false,false,true,official-promo,公式関連13作品。直接物語接続とは別。,promotion,complete,公式の関連作品・予習企画として有用だが、物語上の必須前提とはみなさない。完全版のみ。,semantic-override:promotion,reviewed-v4,2026-08-26
shang-chi-and-the-legend-of-the-ten-rings-2021 -> avengers-doomsday-2026-12-18,shang-chi-and-the-legend-of-the-ten-rings-2021,シャン・チー／テン・リングスの伝説,avengers-doomsday-2026-12-18,アベンジャーズ／ドゥームズデイ,公式プロモーション上の関連作,official promotional related title,medium,dashed,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,日本公式のDoomsday公開記念関連13作品に含まれる。直接前日譚・出演確認の根拠とは分離。,web-verified,"Marvel Japan lists this title in a 13-title Doomsday release campaign; this is promotional relevance, not direct story continuity.",https://marvel.disney.co.jp/movie/news/20260729_01,2026-08-26,direct sequelではなく公式プロモーション上の関連・予習候補。,high,official-marvel-jp,promotion,promotional,promotional,false,false,true,official-promo,公式関連13作品。直接物語接続とは別。,promotion,complete,公式の関連作品・予習企画として有用だが、物語上の必須前提とはみなさない。完全版のみ。,semantic-override:promotion,reviewed-v4,2026-08-26
thunderbolts-new-avengers-2025 -> avengers-doomsday-2026-12-18,thunderbolts-new-avengers-2025,サンダーボルツ*,avengers-doomsday-2026-12-18,アベンジャーズ／ドゥームズデイ,公式に接続が示された前段,officially signposted lead-in,strong,solid,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,日本公式がサンダーボルツ*をDoomsdayにつながる見逃せない一作と明示。,web-verified,Marvel Japan states the Thunderbolts* members are joining Doomsday and calls the film a key turning point.,https://marvel.disney.co.jp/movie/thunderbolts/news/20250430_04,2026-08-26,,high,official-marvel-jp,story,strong,same_or_intended,true,true,true,official-story,,lead_in,minimum,Marvel Japan calls Thunderbolts* a key turning point/important title leading into Doomsday and confirms team participation.,manual-evidence-override,reviewed-v4,2026-08-26
marvel-s-agent-carter-series-20152016 -> avengers-doomsday-2026-12-18,marvel-s-agent-carter-series-20152016,エージェント・カーター（ドラマ）,avengers-doomsday-2026-12-18,アベンジャーズ／ドゥームズデイ,ペギー・カーター帰還確認,reaudit connection,medium,dotted,reference,参照,客演・設定共有・別宇宙・出演確認などの参照接続。「全線」で表示、表示時も選択作品への直接接続だけ補助点灯。,ヘイリー・アトウェル／ペギー・カーターの出演確認。どの時点・変異体かは未確定。,web-verified,Marvel Japan SDCC 2026公式記事で対象キャラクター／旧X-MenキャストのDoomsday出演を確認。作品edgeは代表prior-workのproxy。,https://marvel.disney.co.jp/movie/avengers-doomsday/news/20260726_01,2026-08-26,直接続編ではない。relation_scope=character / directness=proxy を厳守。,high,official-marvel-jp,character,proxy,uncertain_return_continuity,true,false,false,official-cast,Peggy Carter return; Agent Carter is representative prior work,character_continuity,complete,補助的な人物・世界観・マルチバース・参照関係まで含む完全版で追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
x-men-the-last-stand-2006 -> avengers-doomsday-2026-12-18,x-men-the-last-stand-2006,X-MEN：ファイナル ディシジョン,avengers-doomsday-2026-12-18,アベンジャーズ／ドゥームズデイ,旧X-MEN俳優陣の帰還確認,reaudit connection,medium,dotted,reference,参照,客演・設定共有・別宇宙・出演確認などの参照接続。「全線」で表示、表示時も選択作品への直接接続だけ補助点灯。,サイクロップス、ビースト、ミスティーク等の旧X-MEN俳優陣が出演確認。旧映画からの直接続編とは断定しない。,web-verified,Marvel Japan SDCC 2026公式記事で対象キャラクター／旧X-MenキャストのDoomsday出演を確認。作品edgeは代表prior-workのproxy。,https://marvel.disney.co.jp/movie/avengers-doomsday/news/20260726_01,2026-08-26,直接続編ではない。relation_scope=character / directness=proxy を厳守。,high,official-marvel-jp,character,proxy,uncertain_return_continuity,true,false,false,official-cast,Cyclops/Beast/Mystique legacy cast return; Last Stand is representative prior work,character_continuity,complete,補助的な人物・世界観・マルチバース・参照関係まで含む完全版で追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
the-marvels-2023 -> avengers-doomsday-2026-12-18,the-marvels-2023,マーベルズ,avengers-doomsday-2026-12-18,アベンジャーズ／ドゥームズデイ,X-MEN橋渡し／公式関連作,reaudit connection,medium,dotted,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,The Marvels終盤のBeastをX-MEN橋渡しとして参照。加えて日本公式Doomsday関連13作品に含まれる。直接続編とはしない。,web-verified,日本公式Doomsday関連作企画＋作品内Beast登場。,https://marvel.disney.co.jp/movie/news/20260729_01,2026-08-26,,medium,official-promo+onscreen,story,indirect,same_or_intended,true,false,true,web/primary,,story_link,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
thor-2011 -> thor-the-dark-world-2013,thor-2011,マイティ・ソー,thor-the-dark-world-2013,マイティ・ソー／ダーク・ワールド,シリーズ直系の続編,direct franchise sequel,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,『マイティ・ソー』から同じThor/Loki/Asgard枝を引き継ぐ直接続編。『アベンジャーズ』を挟むが、ソー単独シリーズの直系接続として表示。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,high,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,sequel,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
the-avengers-2012 -> iron-man-3-2013,the-avengers-2012,アベンジャーズ,iron-man-3-2013,アイアンマン3,ニューヨーク決戦の後日談,Battle of New York aftermath,strong,solid,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,『アイアンマン3』のTony Starkは『アベンジャーズ』ニューヨーク決戦の体験を引きずっており、Phase 1イベントの明確な後日談として機能する。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,indirect,same_or_intended,true,false,true,legacy-structured,,aftermath,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
iron-man-3-2013 -> avengers-age-of-ultron-2015,iron-man-3-2013,アイアンマン3,avengers-age-of-ultron-2015,アベンジャーズ／エイジ・オブ・ウルトロン,トニー・スターク／アベンジャーズ継続,Tony Stark / Avengers continuation,medium,dashed,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,Tony Stark/Iron Manが単独作からAvengersの中心人物として継続。直接続編ではないためmediumで表示。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,indirect,same_or_intended,true,false,true,legacy-structured,,story_link,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
spider-man-far-from-home-2019 -> secret-invasion-2023,spider-man-far-from-home-2019,スパイダーマン：ファー・フロム・ホーム,secret-invasion-2023,シークレット・インベージョン,フューリー／タロス／スクラル継続,Fury/Talos/Skrull continuation,medium,dashed,reference,参照,客演・設定共有・別宇宙・出演確認などの参照接続。「全線」で表示、表示時も選択作品への直接接続だけ補助点灯。,『ファー・フロム・ホーム』でSoren/TalosとFuryの宇宙側状況が示され、『シークレット・インベージョン』でFury/Talos/Skrull問題が主軸になる。直接続編とは断定しない。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,world_lore,indirect,same_or_intended,true,false,false,legacy-structured,,world_lore,complete,補助的な人物・世界観・マルチバース・参照関係まで含む完全版で追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
guardians-of-the-galaxy-2014 -> captain-marvel-2019,guardians-of-the-galaxy-2014,ガーディアンズ・オブ・ギャラクシー,captain-marvel-2019,キャプテン・マーベル,ロナン／コラス／クリー接続,Ronan/Korath/Kree bridge,medium,dashed,reference,参照,客演・設定共有・別宇宙・出演確認などの参照接続。「全線」で表示、表示時も選択作品への直接接続だけ補助点灯。,RonanとKorath、Kree勢力が両作品を横断。『キャプテン・マーベル』は年代上は過去だが、公開順ベースの背景理解線として表示。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,world_lore,indirect,same_or_intended,true,false,false,legacy-structured,,lead_in,complete,補助的な人物・世界観・マルチバース・参照関係まで含む完全版で追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
